,model_name,dataset_path,dataset_name,task_type,batch_size,metric,model,target_dataset,runtime,score
1,ibombonato/vit-age-classifier,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ibombonato/vit-age-classifier,dtd,43.60548186302185,25.20254504395944
0,jasmeen/dogs,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jasmeen/dogs,dtd,35.70346999168396,0.7693381098249613
1,jasmeen/dogs,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jasmeen/dogs,dtd,35.842650175094604,24.7851520948807
0,iyzg/computer-stuff,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,iyzg/computer-stuff,dtd,36.15284776687622,0.7055567517448481
1,iyzg/computer-stuff,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,iyzg/computer-stuff,dtd,36.29409980773926,22.03527901486187
0,ismgar01/vit-base-cats-vs-dogs,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,ismgar01/vit-base-cats-vs-dogs,dtd,36.66887402534485,0.7413525857553739
1,ismgar01/vit-base-cats-vs-dogs,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ismgar01/vit-base-cats-vs-dogs,dtd,36.81179451942444,23.61820685831943
0,jadohu/BEiT-finetuned,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jadohu/BEiT-finetuned,dtd,37.87491059303284,0.7843092084294321
1,jadohu/BEiT-finetuned,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jadohu/BEiT-finetuned,dtd,38.145954847335815,25.16791703043841
0,johnnydevriese/vit_beans,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,johnnydevriese/vit_beans,dtd,35.37920665740967,0.7517452630922259
1,johnnydevriese/vit_beans,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,johnnydevriese/vit_beans,dtd,35.56195783615112,23.955961447721904
0,juanfiguera/ice_cream,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,juanfiguera/ice_cream,dtd,32.8320894241333,0.7798299576035002
1,juanfiguera/ice_cream,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,juanfiguera/ice_cream,dtd,32.96510338783264,25.18803669616743
0,jjhoffstein/lotr,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jjhoffstein/lotr,dtd,37.65154838562012,0.7794324037426031
1,jjhoffstein/lotr,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jjhoffstein/lotr,dtd,37.93541359901428,25.139036301319457
0,johnnydevriese/vit-airplanes,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,johnnydevriese/vit-airplanes,dtd,38.04312229156494,0.6976696996586447
1,johnnydevriese/vit-airplanes,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,johnnydevriese/vit-airplanes,dtd,38.3118839263916,21.41621188923088
0,jmarshall/rare-puppers,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jmarshall/rare-puppers,dtd,37.772157430648804,0.7797700696274507
1,jmarshall/rare-puppers,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jmarshall/rare-puppers,dtd,38.12431454658508,25.15776408448716
0,meame2010/rare-puppers,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,meame2010/rare-puppers,dtd,34.4972882270813,0.7455239976989677
1,meame2010/rare-puppers,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,meame2010/rare-puppers,dtd,34.55851602554321,23.70135800708266
0,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,dtd,34.76332449913025,0.7985954528179039
1,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,dtd,34.9852135181427,25.819424593654176
0,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,dtd,41.850178718566895,0.7066197336635168
1,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,dtd,41.975688219070435,22.166524240150885
0,karthiksv/vit-base-beans,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,karthiksv/vit-base-beans,dtd,37.058088541030884,0.7953306665974522
1,karthiksv/vit-base-beans,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,karthiksv/vit-base-beans,dtd,37.35729455947876,25.690399435338783
0,matteopilotto/vit-base-patch16-224-in21k-snacks,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,matteopilotto/vit-base-patch16-224-in21k-snacks,dtd,36.90227270126343,0.7431449238840253
1,matteopilotto/vit-base-patch16-224-in21k-snacks,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,matteopilotto/vit-base-patch16-224-in21k-snacks,dtd,37.022205114364624,23.491295317255748
0,julien-c/hotdog-not-hotdog,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,julien-c/hotdog-not-hotdog,dtd,37.57580757141113,0.7673396034616766
1,julien-c/hotdog-not-hotdog,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,julien-c/hotdog-not-hotdog,dtd,37.79533576965332,24.687720559186562
0,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,dtd,40.423102378845215,0.7325555280713596
1,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,dtd,40.644636392593384,23.663564828581677
0,lysandre/tiny-vit-random,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,lysandre/tiny-vit-random,dtd,35.44948077201843,0.5108920124644886
1,lysandre/tiny-vit-random,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,lysandre/tiny-vit-random,dtd,35.43441319465637,0.5334780081922517
0,lewtun/oz-fauna,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,lewtun/oz-fauna,dtd,36.090314626693726,0.7419937711475577
1,lewtun/oz-fauna,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,lewtun/oz-fauna,dtd,36.228609800338745,23.564230421066636
0,karthiksv/vit-base-patch16-224-cifar10,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,karthiksv/vit-base-patch16-224-cifar10,dtd,40.09452247619629,0.7953946503146344
1,karthiksv/vit-base-patch16-224-cifar10,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,karthiksv/vit-base-patch16-224-cifar10,dtd,40.403146266937256,25.753981490629094
0,micole66/dwarf-goats,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,micole66/dwarf-goats,dtd,38.03288555145264,0.787502928418373
1,micole66/dwarf-goats,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,micole66/dwarf-goats,dtd,38.3159601688385,25.46451145627477
0,microsoft/beit-base-patch16-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-224,dtd,38.432788133621216,0.8136214475109274
1,microsoft/beit-base-patch16-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-224,dtd,38.738706827163696,26.388542216577044
0,microsoft/beit-base-patch16-224-pt22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-224-pt22k,dtd,38.415210008621216,0.5919884311212125
1,microsoft/beit-base-patch16-224-pt22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-224-pt22k,dtd,38.67712664604187,15.155751908718155
0,microsoft/beit-base-patch16-224-pt22k-ft22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-224-pt22k-ft22k,dtd,43.71159887313843,0.8266313149511654
1,microsoft/beit-base-patch16-224-pt22k-ft22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-224-pt22k-ft22k,dtd,43.97506237030029,26.98136113812868
0,microsoft/swin-base-patch4-window7-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window7-224,dtd,52.23061180114746,0.8395976096075841
1,microsoft/swin-base-patch4-window7-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window7-224,dtd,52.84571194648743,29.489232690269485
0,microsoft/beit-large-patch16-224-pt22k-ft22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-large-patch16-224-pt22k-ft22k,dtd,54.33478116989136,0.8363706413794778
1,microsoft/beit-large-patch16-224-pt22k-ft22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-large-patch16-224-pt22k-ft22k,dtd,54.96404576301575,29.250663334108026
0,microsoft/beit-large-patch16-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-large-patch16-224,dtd,54.95936417579651,0.852795852909967
1,microsoft/beit-large-patch16-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-large-patch16-224,dtd,55.5583279132843,29.585961483023944
0,microsoft/beit-base-patch16-384,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-384,dtd,62.310479164123535,0.8229166730305071
1,microsoft/beit-base-patch16-384,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-384,dtd,62.585596561431885,26.749682247020854
0,microsoft/swin-small-patch4-window7-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-small-patch4-window7-224,dtd,48.342575550079346,0.7584175569686945
1,microsoft/swin-small-patch4-window7-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-small-patch4-window7-224,dtd,48.43641114234924,24.809817082747127
0,microsoft/swin-base-patch4-window7-224-in22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window7-224-in22k,dtd,52.95894241333008,0.857368243609706
1,microsoft/swin-base-patch4-window7-224-in22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window7-224-in22k,dtd,53.87497854232788,29.87216096325414
0,microsoft/swin-base-patch4-window12-384-in22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window12-384-in22k,dtd,102.15781259536743,0.8697561592136169
1,microsoft/swin-base-patch4-window12-384-in22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window12-384-in22k,dtd,102.7800440788269,30.320988256367183
0,microsoft/swin-base-patch4-window12-384,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window12-384,dtd,103.68584156036377,0.8609719208496653
1,microsoft/swin-base-patch4-window12-384,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window12-384,dtd,104.31068658828735,30.189256132977654
0,microsoft/swin-large-patch4-window7-224-in22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window7-224-in22k,dtd,67.77748680114746,0.8940726458451225
1,microsoft/swin-large-patch4-window7-224-in22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window7-224-in22k,dtd,69.11537766456604,33.362225298935456
0,microsoft/swin-large-patch4-window7-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window7-224,dtd,66.77580285072327,0.8920368020726716
1,microsoft/swin-large-patch4-window7-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window7-224,dtd,68.1400294303894,33.354776185858015
0,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,dtd,33.497780323028564,0.7849916121660746
1,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,dtd,33.62435436248779,25.382723700056673
0,microsoft/swin-tiny-patch4-window7-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-tiny-patch4-window7-224,dtd,44.05885434150696,0.7551231953850018
1,microsoft/swin-tiny-patch4-window7-224,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-tiny-patch4-window7-224,dtd,44.335204124450684,24.65758783025334
0,nateraw/baked-goods,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/baked-goods,dtd,34.44208741188049,0.7618565888862071
1,nateraw/baked-goods,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/baked-goods,dtd,34.58409357070923,24.460161478816083
0,mrm8488/data2vec-base-finetuned-imagenet1k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mrm8488/data2vec-base-finetuned-imagenet1k,dtd,36.23604345321655,0.6873568677240512
1,mrm8488/data2vec-base-finetuned-imagenet1k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mrm8488/data2vec-base-finetuned-imagenet1k,dtd,36.36662197113037,22.65071251239725
0,mmgyorke/vit-world-landmarks,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mmgyorke/vit-world-landmarks,dtd,38.73631572723389,0.7515305799726193
1,mmgyorke/vit-world-landmarks,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mmgyorke/vit-world-landmarks,dtd,39.04305648803711,23.94820095276355
0,microsoft/beit-large-patch16-384,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-large-patch16-384,dtd,180.46298050880432,0.8627452357115744
1,microsoft/beit-large-patch16-384,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-large-patch16-384,dtd,181.36973094940186,29.952707152488976
0,microsoft/swin-large-patch4-window12-384-in22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window12-384-in22k,dtd,149.3469603061676,0.8997138802712646
1,microsoft/swin-large-patch4-window12-384-in22k,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window12-384-in22k,dtd,150.69410943984985,33.57631264224912
0,nateraw/ex-for-evan,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/ex-for-evan,dtd,34.36179041862488,0.7510195024790768
1,nateraw/ex-for-evan,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/ex-for-evan,dtd,34.58971571922302,23.982067734527366
0,nateraw/donut-or-bagel,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/donut-or-bagel,dtd,35.11823582649231,0.7660168741495826
1,nateraw/donut-or-bagel,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/donut-or-bagel,dtd,35.25296711921692,24.67090137532894
0,nateraw/baseball-stadium-foods,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/baseball-stadium-foods,dtd,35.8670551776886,0.726838861303413
1,nateraw/baseball-stadium-foods,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/baseball-stadium-foods,dtd,36.16435647010803,22.888376285101415
0,nateraw/pasta-pizza-ravioli,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/pasta-pizza-ravioli,dtd,36.26268911361694,0.7528438617116389
1,nateraw/pasta-pizza-ravioli,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/pasta-pizza-ravioli,dtd,36.49339842796326,24.02139257557043
0,nateraw/denver-nyc-paris,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/denver-nyc-paris,dtd,37.73898696899414,0.7666445686865264
1,nateraw/denver-nyc-paris,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/denver-nyc-paris,dtd,38.011046409606934,24.649693392808082
0,nateraw/rare-puppers,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers,dtd,32.28207039833069,0.7710870754344172
1,nateraw/rare-puppers,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers,dtd,32.50394821166992,24.86173304919176
0,nateraw/huggingpics-package-demo-2,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/huggingpics-package-demo-2,dtd,37.01531195640564,0.7705950945527633
1,nateraw/huggingpics-package-demo-2,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/huggingpics-package-demo-2,dtd,37.28899955749512,24.817365611471992
0,microsoft/swin-large-patch4-window12-384,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window12-384,dtd,152.10569286346436,0.8918452496747127
1,microsoft/swin-large-patch4-window12-384,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window12-384,dtd,154.24201703071594,33.4693593290705
0,nateraw/doggos-lol,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/doggos-lol,dtd,37.59066677093506,0.7497450387309145
1,nateraw/doggos-lol,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/doggos-lol,dtd,37.87022876739502,23.87063754390165
0,nateraw/food,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/food,dtd,35.41054034233093,0.747856287231936
1,nateraw/food,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/food,dtd,35.63993000984192,23.456728552628718
0,nateraw/pasta-shapes,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/pasta-shapes,dtd,37.46375370025635,0.7732826609271378
1,nateraw/pasta-shapes,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/pasta-shapes,dtd,37.74189066886902,24.933501624899044
0,nateraw/planes-trains-automobiles,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/planes-trains-automobiles,dtd,37.022459983825684,0.6823170742893845
1,nateraw/planes-trains-automobiles,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/planes-trains-automobiles,dtd,37.295586824417114,20.672281859714907
0,nateraw/rare-puppers-demo,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-demo,dtd,33.81924796104431,0.7710419047558253
1,nateraw/rare-puppers-demo,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-demo,dtd,33.90387487411499,24.79429165245132
0,nateraw/rare-puppers-123,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-123,dtd,35.229379415512085,0.7762356229745214
1,nateraw/rare-puppers-123,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-123,dtd,35.36181855201721,24.989017505425682
0,nateraw/rare-puppers-09-04-2021,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-09-04-2021,dtd,37.716516971588135,0.7685583641158654
1,nateraw/rare-puppers-09-04-2021,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-09-04-2021,dtd,38.07731103897095,24.703898756257505
0,nateraw/test_model_a,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/test_model_a,dtd,32.98195219039917,0.5107211552375018
1,nateraw/test_model_a,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/test_model_a,dtd,32.96148490905762,0.5001278851471248
0,nateraw/trainer-rare-puppers,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/trainer-rare-puppers,dtd,34.505573749542236,0.7503489408598423
1,nateraw/trainer-rare-puppers,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/trainer-rare-puppers,dtd,34.62999200820923,23.954543537138754
0,nateraw/vit-base-beans,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-base-beans,dtd,33.90186619758606,0.7692517114306073
1,nateraw/vit-base-beans,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-base-beans,dtd,34.03779673576355,24.712272602465852
0,nateraw/vit-age-classifier,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/vit-age-classifier,dtd,35.419273138046265,0.7832812114556664
1,nateraw/vit-age-classifier,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/vit-age-classifier,dtd,35.56240892410278,25.25124540736069
0,nateraw/rare-puppers-new-auth,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-new-auth,dtd,36.7743980884552,0.7804640169781782
1,nateraw/rare-puppers-new-auth,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-new-auth,dtd,37.04607629776001,25.217539803590732
0,nickmuchi/vit-base-xray-pneumonia,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nickmuchi/vit-base-xray-pneumonia,dtd,32.76772999763489,0.696905484806317
1,nickmuchi/vit-base-xray-pneumonia,dtd,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nickmuchi/vit-base-xray-pneumonia,dtd,32.90909004211426,21.501076292898293
